"diff_id","del","ins","mod","total","dummy"
"64042",1,0,2,3,"dummy"
"64043",1,0,0,1,"dummy"
"64044",0,1,0,1,"dummy"
"64055",1,2,5,8,"dummy"
"64115",1,0,0,1,"dummy"
"64116",0,1,0,1,"dummy"
"64117",0,4,0,4,"dummy"
"64124",16,21,0,37,"dummy"
"64127",0,0,2,2,"dummy"
"64130",0,0,0,0,"dummy"
"64131",0,0,0,0,"dummy"
"64134",0,2,0,2,"dummy"
"64135",0,0,1,1,"dummy"
"64136",2,2,0,4,"dummy"
"64137",0,0,1,1,"dummy"
"64138",0,1,0,1,"dummy"
"64139",0,0,1,1,"dummy"
"64140",0,0,0,0,"dummy"
"64141",0,3,1,4,"dummy"
"64142",3,0,2,5,"dummy"
"64143",0,3,1,4,"dummy"
"64144",0,0,1,1,"dummy"
"64147",0,1,0,1,"dummy"
"64148",3,17,0,20,"dummy"
"64154",0,0,1,1,"dummy"
"64160",6,1,1,8,"dummy"
"64161",4,5,2,11,"dummy"
"64162",6,0,0,6,"dummy"
"64163",0,2,0,2,"dummy"
"64164",0,2,0,2,"dummy"
"64165",1,0,0,1,"dummy"
"64166",0,0,1,1,"dummy"
"64167",2,2,0,4,"dummy"
"64168",6,2,2,10,"dummy"
"64169",2,0,0,2,"dummy"
"64170",0,2,0,2,"dummy"
"64171",1,0,0,1,"dummy"
"64172",0,0,1,1,"dummy"
"64183",0,0,2,2,"dummy"
"64184",0,0,1,1,"dummy"
"64185",0,0,2,2,"dummy"
"64186",0,0,1,1,"dummy"
"64187",0,0,1,1,"dummy"
"64188",0,0,1,1,"dummy"
"64189",0,0,1,1,"dummy"
"64203",2,1,0,3,"dummy"
"64204",0,0,2,2,"dummy"
"64205",0,1,0,1,"dummy"
"64206",2,0,1,3,"dummy"
"64207",2,2,1,5,"dummy"
"64208",0,1,0,1,"dummy"
"64209",0,1,0,1,"dummy"
"64211",0,0,1,1,"dummy"
"64216",0,1,0,1,"dummy"
"64219",2,4,1,7,"dummy"
"64220",0,0,1,1,"dummy"
"64222",0,0,1,1,"dummy"
"64223",0,0,1,1,"dummy"
"64224",0,0,1,1,"dummy"
"64225",0,1,0,1,"dummy"
"64226",0,0,1,1,"dummy"
"64227",2,3,0,5,"dummy"
"64228",1,0,0,1,"dummy"
"64229",2,0,0,2,"dummy"
"64230",1,0,0,1,"dummy"
"64231",0,3,0,3,"dummy"
"64232",0,0,1,1,"dummy"
"64235",1,4,0,5,"dummy"
"64240",0,0,3,3,"dummy"
"64244",4,0,0,4,"dummy"
"64247",0,1,0,1,"dummy"
"64251",0,24,0,24,"dummy"
"64258",1,3,1,5,"dummy"
"64264",2,15,1,18,"dummy"
"64265",4,4,1,9,"dummy"
"64266",0,1,0,1,"dummy"
"64267",0,0,2,2,"dummy"
"64268",2,0,2,4,"dummy"
"64269",0,0,1,1,"dummy"
"64270",0,0,1,1,"dummy"
"64273",0,0,1,1,"dummy"
"64274",4,4,0,8,"dummy"
"64277",0,6,1,7,"dummy"
"64278",0,5,2,7,"dummy"
"64286",11,1,0,12,"dummy"
"64287",2,10,0,12,"dummy"
"64288",0,0,3,3,"dummy"
"64289",0,1,0,1,"dummy"
"64292",0,1,0,1,"dummy"
"64293",2,1,0,3,"dummy"
"64294",0,0,1,1,"dummy"
"64295",0,2,0,2,"dummy"
"64296",0,1,0,1,"dummy"
"64297",3,3,1,7,"dummy"
"64298",2,0,0,2,"dummy"
"64299",1,4,1,6,"dummy"
"64300",1,4,0,5,"dummy"
"64301",0,1,0,1,"dummy"
"64302",1,0,0,1,"dummy"
"64303",0,1,0,1,"dummy"
"64307",0,1,0,1,"dummy"
"64308",1,0,0,1,"dummy"
"64309",1,4,0,5,"dummy"
"64242",0,0,1,1,"dummy"
"64249",0,0,1,1,"dummy"
"64253",3,1,1,5,"dummy"
"64254",1,7,1,9,"dummy"
"64262",1,0,0,1,"dummy"
"64280",0,1,0,1,"dummy"
"64281",0,1,0,1,"dummy"
"64284",1,4,3,8,"dummy"
"64305",0,0,1,1,"dummy"
"64313",0,1,0,1,"dummy"
"64314",3,5,1,9,"dummy"
"64315",0,1,0,1,"dummy"
"64316",2,3,1,6,"dummy"
"64317",1,3,0,4,"dummy"
"64318",0,0,0,0,"dummy"
"64319",2,0,1,3,"dummy"
"64320",0,1,0,1,"dummy"
"64321",0,3,0,3,"dummy"
"64322",0,0,1,1,"dummy"
"64323",0,5,0,5,"dummy"
"64324",0,1,0,1,"dummy"
"64325",0,0,1,1,"dummy"
"64331",4,4,1,9,"dummy"
"64332",0,2,2,4,"dummy"
"64334",1,6,0,7,"dummy"
"64336",0,0,1,1,"dummy"
"64338",2,5,2,9,"dummy"
"64341",0,0,4,4,"dummy"
"64342",0,0,0,0,"dummy"
"64343",0,0,3,3,"dummy"
"64344",3,2,3,8,"dummy"
"64347",0,1,0,1,"dummy"
"64348",0,0,7,7,"dummy"
"64351",0,0,1,1,"dummy"
"64352",0,0,1,1,"dummy"
"64353",0,0,0,0,"dummy"
"64354",0,1,0,1,"dummy"
"64356",3,0,4,7,"dummy"
"64357",0,0,2,2,"dummy"
"64358",0,1,0,1,"dummy"
"64359",0,0,1,1,"dummy"
"64360",0,1,0,1,"dummy"
"64361",0,1,1,2,"dummy"
"64368",0,3,0,3,"dummy"
"64369",2,2,0,4,"dummy"
"64371",10,7,4,21,"dummy"
"64373",1,3,0,4,"dummy"
"64374",0,0,1,1,"dummy"
"64375",0,16,0,16,"dummy"
"64378",0,7,0,7,"dummy"
"64381",0,1,0,1,"dummy"
"64383",0,0,0,0,"dummy"
"64386",0,2,0,2,"dummy"
"64387",6,3,0,9,"dummy"
"64388",0,1,0,1,"dummy"
"64389",0,0,1,1,"dummy"
"64390",0,0,1,1,"dummy"
"64391",0,0,1,1,"dummy"
"64392",16,1,1,18,"dummy"
"64393",0,0,1,1,"dummy"
"64394",0,0,1,1,"dummy"
"64395",0,0,1,1,"dummy"
"64396",0,0,1,1,"dummy"
"64397",0,0,1,1,"dummy"
"64398",0,0,1,1,"dummy"
"64399",6,1,1,8,"dummy"
"64400",0,0,1,1,"dummy"
"64402",0,0,2,2,"dummy"
"64406",0,0,1,1,"dummy"
"64407",0,0,1,1,"dummy"
"64408",1,0,0,1,"dummy"
"64409",0,1,1,2,"dummy"
"64410",0,2,0,2,"dummy"
"64418",1,0,0,1,"dummy"
"64420",0,1,0,1,"dummy"
"64421",21,2,2,25,"dummy"
"64422",0,1,0,1,"dummy"
"64426",0,0,1,1,"dummy"
"64428",0,0,0,0,"dummy"
"64429",0,0,0,0,"dummy"
"64430",0,0,0,0,"dummy"
"64432",0,2,0,2,"dummy"
"64433",0,6,1,7,"dummy"
"64435",0,1,0,1,"dummy"
"64440",0,5,0,5,"dummy"
"64441",5,1,1,7,"dummy"
"64442",0,1,0,1,"dummy"
"64443",0,0,1,1,"dummy"
"64444",0,0,0,0,"dummy"
"64445",0,0,1,1,"dummy"
"64446",0,5,0,5,"dummy"
"64447",3,0,0,3,"dummy"
"64448",0,1,0,1,"dummy"
"64449",1,3,3,7,"dummy"
"64450",0,1,1,2,"dummy"
"64451",1,2,1,4,"dummy"
"64452",0,4,0,4,"dummy"
"64454",2,2,2,6,"dummy"
"64455",0,0,1,1,"dummy"
"64456",0,1,1,2,"dummy"
"64457",0,1,1,2,"dummy"
"64458",8,4,3,15,"dummy"
"64459",0,0,1,1,"dummy"
"64460",0,0,1,1,"dummy"
"64461",0,0,0,0,"dummy"
"64462",0,0,1,1,"dummy"
"64463",7,1,1,9,"dummy"
"64464",0,0,2,2,"dummy"
"64465",7,1,0,8,"dummy"
"64466",1,11,0,12,"dummy"
"64467",6,5,0,11,"dummy"
"64468",5,1,0,6,"dummy"
"64469",0,0,0,0,"dummy"
"64470",0,0,0,0,"dummy"
"64471",0,0,0,0,"dummy"
"64472",0,0,0,0,"dummy"
"64473",0,0,2,2,"dummy"
"64474",0,0,0,0,"dummy"
"64475",0,0,0,0,"dummy"
"64476",4,4,0,8,"dummy"
"64477",0,0,0,0,"dummy"
"64480",0,0,1,1,"dummy"
"64482",0,0,0,0,"dummy"
"64487",0,1,1,2,"dummy"
"64488",1,2,2,5,"dummy"
"64489",0,1,0,1,"dummy"
"64490",0,5,2,7,"dummy"
"64491",7,2,2,11,"dummy"
"64493",2,2,1,5,"dummy"
"64495",20,0,1,21,"dummy"
"64506",0,0,0,0,"dummy"
"64507",0,0,0,0,"dummy"
"64508",0,0,1,1,"dummy"
"64509",3,2,0,5,"dummy"
"64510",0,3,1,4,"dummy"
"64511",0,3,1,4,"dummy"
"64512",0,5,0,5,"dummy"
"64513",0,0,1,1,"dummy"
"64514",2,0,2,4,"dummy"
"64515",0,2,0,2,"dummy"
"64516",0,0,2,2,"dummy"
"64520",0,3,3,6,"dummy"
"64524",5,10,1,16,"dummy"
"64525",0,0,1,1,"dummy"
"64526",0,0,0,0,"dummy"
"64528",1,2,1,4,"dummy"
"64529",0,4,0,4,"dummy"
"64530",0,3,0,3,"dummy"
"64531",1,3,0,4,"dummy"
"64532",0,1,0,1,"dummy"
"64533",0,0,1,1,"dummy"
"64534",0,3,0,3,"dummy"
"64535",0,3,0,3,"dummy"
"64536",3,0,0,3,"dummy"
"64537",3,0,0,3,"dummy"
"64538",0,2,0,2,"dummy"
"64539",0,1,0,1,"dummy"
"64566",0,13,1,14,"dummy"
"64567",1,1,0,2,"dummy"
"64568",1,1,0,2,"dummy"
"64570",0,0,1,1,"dummy"
"64572",0,0,2,2,"dummy"
"64575",3,6,1,10,"dummy"
"64576",5,5,3,13,"dummy"
"64579",2,3,0,5,"dummy"
"64582",0,0,0,0,"dummy"
"64583",0,0,1,1,"dummy"
"64584",0,0,1,1,"dummy"
"64586",0,1,0,1,"dummy"
"64587",1,1,1,3,"dummy"
"64588",2,1,0,3,"dummy"
"64589",0,2,0,2,"dummy"
"64590",2,1,0,3,"dummy"
"64594",0,2,0,2,"dummy"
"64595",0,2,0,2,"dummy"
"64596",0,0,1,1,"dummy"
"64597",0,1,0,1,"dummy"
"64598",0,0,1,1,"dummy"
"64599",0,0,1,1,"dummy"
"64601",4,8,5,17,"dummy"
"64602",8,5,2,15,"dummy"
"64603",0,1,2,3,"dummy"
"64604",0,0,2,2,"dummy"
"64605",0,1,0,1,"dummy"
"64606",0,0,1,1,"dummy"
"64607",0,0,1,1,"dummy"
"64608",0,0,1,1,"dummy"
"64609",0,0,1,1,"dummy"
"64610",3,5,5,13,"dummy"
"64611",0,0,1,1,"dummy"
"64612",9,1,1,11,"dummy"
"64614",0,2,1,3,"dummy"
"64615",0,3,0,3,"dummy"
"64617",0,1,0,1,"dummy"
"64618",0,0,2,2,"dummy"
"64619",0,0,1,1,"dummy"
"64621",0,0,1,1,"dummy"
"64622",0,0,0,0,"dummy"
"64623",3,1,0,4,"dummy"
"64624",4,0,1,5,"dummy"
"64625",9,5,3,17,"dummy"
"64626",0,1,0,1,"dummy"
"64627",1,2,0,3,"dummy"
"64628",1,0,0,1,"dummy"
"64629",2,6,1,9,"dummy"
"64630",0,0,0,0,"dummy"
"64631",0,0,0,0,"dummy"
"64633",5,5,5,15,"dummy"
"64634",0,0,1,1,"dummy"
"64635",1,0,0,1,"dummy"
"64636",5,1,0,6,"dummy"
"64637",0,2,0,2,"dummy"
"64638",2,0,1,3,"dummy"
"64639",0,2,0,2,"dummy"
"64642",0,1,0,1,"dummy"
"64644",1,4,3,8,"dummy"
"64645",0,1,0,1,"dummy"
"64646",0,4,0,4,"dummy"
"64647",0,0,1,1,"dummy"
"64648",0,1,0,1,"dummy"
"64649",0,1,0,1,"dummy"
"64650",0,1,0,1,"dummy"
"64651",2,0,2,4,"dummy"
"64671",0,1,0,1,"dummy"
"64672",0,1,0,1,"dummy"
"64675",0,0,1,1,"dummy"
"64678",0,0,1,1,"dummy"
"64679",0,0,0,0,"dummy"
"64680",0,2,0,2,"dummy"
"64687",11,1,0,12,"dummy"
"64688",0,2,0,2,"dummy"
"64703",0,0,3,3,"dummy"
"64704",2,1,1,4,"dummy"
"64705",4,1,0,5,"dummy"
"64706",0,0,1,1,"dummy"
"64707",1,3,2,6,"dummy"
"64713",3,4,2,9,"dummy"
"64714",4,3,2,9,"dummy"
"64746",0,0,1,1,"dummy"
"64750",1,0,1,2,"dummy"
"64751",2,1,1,4,"dummy"
"64752",1,2,0,3,"dummy"
"64753",1,1,0,2,"dummy"
"64756",0,0,0,0,"dummy"
"64759",0,0,0,0,"dummy"
"64830",0,0,0,0,"dummy"
"64831",0,0,0,0,"dummy"
"64832",1,2,2,5,"dummy"
"64833",0,2,0,2,"dummy"
"64834",0,0,1,1,"dummy"
"64835",0,9,0,9,"dummy"
"64836",2,0,1,3,"dummy"
"64837",0,0,1,1,"dummy"
"64838",9,0,0,9,"dummy"
"64839",0,0,0,0,"dummy"
"64840",0,0,1,1,"dummy"
"64843",0,0,1,1,"dummy"
"64844",0,0,0,0,"dummy"
"64847",6,2,1,9,"dummy"
"64848",0,8,0,8,"dummy"
"64849",0,0,1,1,"dummy"
"64850",2,0,0,2,"dummy"
"64851",6,0,2,8,"dummy"
"64872",0,3,0,3,"dummy"
"64873",1,1,0,2,"dummy"
"64874",1,0,0,1,"dummy"
"64875",1,4,0,5,"dummy"
"64906",4,19,3,26,"dummy"
"64909",0,22,0,22,"dummy"
"64910",13,26,5,44,"dummy"
"64911",1,1,4,6,"dummy"
"64912",0,0,0,0,"dummy"
"64917",0,0,1,1,"dummy"
"64918",0,0,1,1,"dummy"
"64921",2,11,4,17,"dummy"
"64924",0,0,0,0,"dummy"
"64925",0,0,0,0,"dummy"
"64928",0,2,0,2,"dummy"
"64929",0,0,1,1,"dummy"
"64930",2,2,0,4,"dummy"
"64931",0,0,1,1,"dummy"
"64932",0,1,0,1,"dummy"
"64940",2,2,0,4,"dummy"
"64941",2,1,0,3,"dummy"
"64942",8,10,1,19,"dummy"
"64943",3,5,0,8,"dummy"
"64953",0,2,0,2,"dummy"
"64657",2,0,0,2,"dummy"
"64658",0,1,0,1,"dummy"
"64659",1,3,1,5,"dummy"
"64660",2,3,0,5,"dummy"
"64661",3,0,1,4,"dummy"
"64662",0,0,1,1,"dummy"
"64663",0,0,1,1,"dummy"
"64664",0,0,1,1,"dummy"
"64667",4,13,3,20,"dummy"
"64668",2,1,2,5,"dummy"
"64669",0,5,0,5,"dummy"
"64682",0,0,1,1,"dummy"
"64683",1,2,0,3,"dummy"
"64690",0,2,0,2,"dummy"
"64691",0,1,1,2,"dummy"
"64694",0,4,3,7,"dummy"
"64695",0,0,2,2,"dummy"
"64696",1,0,0,1,"dummy"
"64697",0,0,3,3,"dummy"
"64698",1,0,0,1,"dummy"
"64699",5,1,0,6,"dummy"
"64700",4,0,0,4,"dummy"
"64701",7,3,4,14,"dummy"
"64709",2,1,0,3,"dummy"
"64710",0,2,0,2,"dummy"
"64711",0,1,0,1,"dummy"
"64748",0,1,0,1,"dummy"
"64761",0,1,3,4,"dummy"
"64857",0,0,1,1,"dummy"
"64858",0,0,0,0,"dummy"
"64859",0,1,0,1,"dummy"
"64860",4,1,0,5,"dummy"
"64861",0,0,0,0,"dummy"
"64862",0,1,0,1,"dummy"
"64863",1,4,0,5,"dummy"
"64864",4,0,0,4,"dummy"
"64865",0,3,2,5,"dummy"
"64866",0,0,3,3,"dummy"
"64867",0,0,3,3,"dummy"
"64868",1,1,2,4,"dummy"
"64879",2,0,0,2,"dummy"
"64882",1,6,1,8,"dummy"
"64883",1,0,0,1,"dummy"
"64884",0,1,0,1,"dummy"
"64885",2,2,0,4,"dummy"
"64886",6,13,4,23,"dummy"
"64887",7,0,5,12,"dummy"
"64888",0,0,1,1,"dummy"
"64889",2,2,1,5,"dummy"
"64892",0,2,0,2,"dummy"
"64893",7,5,0,12,"dummy"
"64894",7,10,0,17,"dummy"
"64895",0,2,0,2,"dummy"
"64896",2,5,0,7,"dummy"
"64897",0,4,0,4,"dummy"
"64898",0,0,2,2,"dummy"
"64899",6,16,7,29,"dummy"
"64900",0,2,10,12,"dummy"
"64947",0,1,0,1,"dummy"
"64948",0,4,0,4,"dummy"
"64949",0,0,1,1,"dummy"
"64950",0,6,0,6,"dummy"
"64951",12,7,1,20,"dummy"
"64962",0,4,1,5,"dummy"
"64971",3,2,2,7,"dummy"
"64972",0,1,1,2,"dummy"
"64973",0,1,0,1,"dummy"
"64978",2,2,1,5,"dummy"
"64979",2,0,1,3,"dummy"
"64983",0,0,1,1,"dummy"
"64984",0,0,1,1,"dummy"
"64985",0,0,1,1,"dummy"
"64999",0,2,0,2,"dummy"
"65000",0,3,0,3,"dummy"
"65001",0,1,0,1,"dummy"
"65002",0,2,0,2,"dummy"
"65003",0,2,0,2,"dummy"
"65004",0,2,0,2,"dummy"
"65005",4,6,0,10,"dummy"
"65006",0,1,1,2,"dummy"
"65007",14,30,2,46,"dummy"
"65008",2,2,5,9,"dummy"
"64954",0,1,0,1,"dummy"
"64955",0,0,1,1,"dummy"
"64956",0,4,2,6,"dummy"
"64975",0,2,0,2,"dummy"
"64976",0,3,3,6,"dummy"
"64981",0,0,1,1,"dummy"
"64987",3,3,1,7,"dummy"
"64988",0,1,0,1,"dummy"
"64989",0,1,0,1,"dummy"
"64996",0,0,2,2,"dummy"
"64997",0,0,2,2,"dummy"
"65014",3,2,6,11,"dummy"
"65015",0,2,0,2,"dummy"
"65029",1,1,0,2,"dummy"
"65030",3,5,5,13,"dummy"
"65033",2,4,0,6,"dummy"
"65034",0,2,0,2,"dummy"
"65035",0,2,0,2,"dummy"
"65036",10,2,0,12,"dummy"
"65037",0,2,0,2,"dummy"
"65038",0,0,0,0,"dummy"
"65041",0,0,1,1,"dummy"
"65046",0,1,0,1,"dummy"
"65052",0,0,1,1,"dummy"
"65053",0,0,1,1,"dummy"
"65058",0,3,0,3,"dummy"
"65059",0,0,1,1,"dummy"
"65060",0,0,2,2,"dummy"
"65061",0,0,1,1,"dummy"
"65062",0,1,1,2,"dummy"
"65063",0,0,1,1,"dummy"
"65064",0,1,1,2,"dummy"
"65065",9,8,0,17,"dummy"
"65078",0,0,3,3,"dummy"
"65090",0,0,1,1,"dummy"
"65091",0,0,0,0,"dummy"
"65092",0,0,0,0,"dummy"
"65093",1,1,2,4,"dummy"
"65100",0,1,0,1,"dummy"
"65111",3,3,0,6,"dummy"
"65123",0,0,1,1,"dummy"
"65129",0,1,0,1,"dummy"
"65130",1,9,4,14,"dummy"
"65133",0,0,3,3,"dummy"
"65136",0,0,2,2,"dummy"
"65157",0,2,0,2,"dummy"
"65158",0,0,0,0,"dummy"
"65159",0,0,0,0,"dummy"
"65190",4,5,4,13,"dummy"
"65191",5,4,3,12,"dummy"
"65192",0,1,0,1,"dummy"
"65193",0,2,0,2,"dummy"
"65194",1,0,0,1,"dummy"
"65195",2,0,0,2,"dummy"
"65196",0,2,0,2,"dummy"
"65197",0,1,0,1,"dummy"
"65198",1,5,0,6,"dummy"
"65199",2,3,0,5,"dummy"
"65050",0,0,2,2,"dummy"
"65069",0,0,2,2,"dummy"
"65070",0,0,2,2,"dummy"
"65071",22,5,4,31,"dummy"
"65072",0,0,1,1,"dummy"
"65073",5,22,4,31,"dummy"
"65074",0,0,2,2,"dummy"
"65080",0,0,0,0,"dummy"
"65081",1,1,0,2,"dummy"
"65082",1,0,0,1,"dummy"
"65085",0,1,0,1,"dummy"
"65086",1,0,0,1,"dummy"
"65087",1,1,0,2,"dummy"
"65088",0,1,0,1,"dummy"
"65109",0,0,1,1,"dummy"
"65113",0,1,0,1,"dummy"
"65114",1,0,1,2,"dummy"
"65118",0,0,1,1,"dummy"
"65119",7,11,4,22,"dummy"
"65120",0,1,0,1,"dummy"
"65121",0,1,0,1,"dummy"
"65127",0,0,2,2,"dummy"
"65142",1,1,0,2,"dummy"
"65143",0,4,1,5,"dummy"
"65146",5,28,0,33,"dummy"
"65147",7,0,1,8,"dummy"
"65152",1,2,1,4,"dummy"
"65153",0,0,0,0,"dummy"
"65170",0,10,0,10,"dummy"
"65171",0,1,0,1,"dummy"
"65172",5,9,0,14,"dummy"
"65173",0,1,0,1,"dummy"
"65174",10,0,2,12,"dummy"
"65175",2,0,0,2,"dummy"
"65176",1,3,0,4,"dummy"
"65177",0,5,0,5,"dummy"
"65178",4,0,0,4,"dummy"
"65179",0,3,0,3,"dummy"
"65180",2,2,0,4,"dummy"
"65181",0,2,0,2,"dummy"
"65182",0,2,0,2,"dummy"
"65183",5,6,0,11,"dummy"
"65184",0,0,0,0,"dummy"
"65208",0,0,1,1,"dummy"
"65217",0,3,0,3,"dummy"
"65218",0,0,1,1,"dummy"
"65219",0,2,0,2,"dummy"
"65225",0,0,3,3,"dummy"
"65226",0,0,1,1,"dummy"
"65227",0,9,0,9,"dummy"
"65228",0,0,1,1,"dummy"
"65229",2,4,0,6,"dummy"
"65230",0,0,2,2,"dummy"
"65231",0,0,1,1,"dummy"
"65232",0,0,1,1,"dummy"
"65233",1,4,3,8,"dummy"
"65234",0,0,2,2,"dummy"
"65235",0,3,0,3,"dummy"
"65236",0,0,2,2,"dummy"
"65237",0,0,1,1,"dummy"
"65247",0,6,0,6,"dummy"
"65252",0,0,1,1,"dummy"
"65253",3,3,0,6,"dummy"
"65254",0,0,1,1,"dummy"
"65255",0,0,1,1,"dummy"
"65260",0,0,1,1,"dummy"
"65261",10,9,1,20,"dummy"
"65262",0,0,2,2,"dummy"
"65263",0,0,1,1,"dummy"
"65264",0,0,1,1,"dummy"
"65265",0,0,1,1,"dummy"
"65266",0,0,2,2,"dummy"
"65200",0,1,0,1,"dummy"
"65201",2,0,0,2,"dummy"
"65202",0,0,1,1,"dummy"
"65203",1,0,0,1,"dummy"
"65204",1,5,0,6,"dummy"
"65205",12,21,0,33,"dummy"
"65206",21,12,0,33,"dummy"
"65221",1,3,1,5,"dummy"
"65222",1,1,0,2,"dummy"
"65223",0,3,0,3,"dummy"
"65239",0,0,1,1,"dummy"
"65240",0,0,1,1,"dummy"
"65241",0,0,1,1,"dummy"
"65242",0,0,1,1,"dummy"
"65243",0,0,1,1,"dummy"
"65244",0,3,0,3,"dummy"
"65245",0,0,1,1,"dummy"
"65270",0,1,0,1,"dummy"
"65284",1,2,0,3,"dummy"
"65285",2,1,0,3,"dummy"
"65286",2,6,3,11,"dummy"
"65296",0,0,2,2,"dummy"
"65309",0,0,0,0,"dummy"
"65310",0,1,0,1,"dummy"
"65311",2,1,0,3,"dummy"
"65312",0,0,1,1,"dummy"
"65326",0,1,1,2,"dummy"
"65327",0,2,0,2,"dummy"
"65330",0,1,0,1,"dummy"
"65348",0,1,0,1,"dummy"
"65349",0,0,0,0,"dummy"
"65354",0,2,0,2,"dummy"
"65355",2,0,0,2,"dummy"
"65356",7,0,1,8,"dummy"
"65357",0,0,0,0,"dummy"
"65358",0,0,0,0,"dummy"
"65359",0,0,0,0,"dummy"
"65373",1,22,2,25,"dummy"
"65374",2,0,4,6,"dummy"
"65375",0,1,1,2,"dummy"
"65376",0,0,2,2,"dummy"
"65377",0,3,4,7,"dummy"
"65378",0,0,1,1,"dummy"
"65379",0,0,1,1,"dummy"
"65380",1,0,0,1,"dummy"
"65387",0,2,0,2,"dummy"
"65388",0,2,0,2,"dummy"
"65389",0,0,0,0,"dummy"
"65399",0,1,2,3,"dummy"
"65400",0,0,0,0,"dummy"
"65401",0,2,0,2,"dummy"
"65402",5,0,2,7,"dummy"
"65403",1,0,0,1,"dummy"
"65429",0,3,0,3,"dummy"
"65430",0,0,2,2,"dummy"
"65431",0,0,2,2,"dummy"
"65272",1,2,0,3,"dummy"
"65275",0,1,0,1,"dummy"
"65278",6,0,0,6,"dummy"
"65279",2,5,2,9,"dummy"
"65282",0,1,0,1,"dummy"
"65288",0,1,1,2,"dummy"
"65291",0,0,1,1,"dummy"
"65292",0,0,1,1,"dummy"
"65293",1,10,2,13,"dummy"
"65294",0,0,1,1,"dummy"
"65298",0,0,1,1,"dummy"
"65299",0,0,1,1,"dummy"
"65300",0,0,1,1,"dummy"
"65301",0,0,2,2,"dummy"
"65302",0,1,0,1,"dummy"
"65314",0,3,0,3,"dummy"
"65315",1,0,0,1,"dummy"
"65316",0,0,2,2,"dummy"
"65321",1,7,2,10,"dummy"
"65324",0,0,1,1,"dummy"
"65332",0,1,0,1,"dummy"
"65333",1,5,1,7,"dummy"
"65334",0,7,0,7,"dummy"
"65335",0,3,0,3,"dummy"
"65336",0,1,0,1,"dummy"
"65341",7,1,1,9,"dummy"
"65342",5,1,1,7,"dummy"
"65343",1,0,0,1,"dummy"
"65344",0,1,0,1,"dummy"
"65351",2,2,2,6,"dummy"
"65352",2,2,2,6,"dummy"
"65363",0,0,1,1,"dummy"
"65364",0,1,0,1,"dummy"
"65365",0,1,0,1,"dummy"
"65366",15,1,0,16,"dummy"
"65367",0,0,0,0,"dummy"
"65368",0,0,1,1,"dummy"
"65369",0,0,1,1,"dummy"
"65370",0,0,0,0,"dummy"
"65371",0,0,0,0,"dummy"
"65382",0,1,0,1,"dummy"
"65391",1,1,0,2,"dummy"
"65392",2,0,0,2,"dummy"
"65393",0,0,0,0,"dummy"
"65394",0,0,0,0,"dummy"
"65395",0,0,1,1,"dummy"
"65396",0,3,0,3,"dummy"
"65397",0,21,0,21,"dummy"
"65416",0,19,0,19,"dummy"
"65417",0,1,0,1,"dummy"
"65418",1,4,0,5,"dummy"
"65419",4,10,1,15,"dummy"
"65420",1,1,2,4,"dummy"
"65421",1,1,0,2,"dummy"
"65422",0,0,1,1,"dummy"
"65423",1,0,0,1,"dummy"
"65424",0,0,1,1,"dummy"
"65427",0,0,0,0,"dummy"
"65435",4,8,0,12,"dummy"
"65451",0,5,0,5,"dummy"
"65458",0,1,0,1,"dummy"
"65459",0,0,1,1,"dummy"
"65460",9,42,2,53,"dummy"
"65466",3,5,0,8,"dummy"
"65467",3,6,5,14,"dummy"
"65470",0,3,0,3,"dummy"
"65471",0,1,0,1,"dummy"
"65472",0,1,2,3,"dummy"
"65473",1,17,0,18,"dummy"
"65474",2,1,0,3,"dummy"
"65453",0,2,0,2,"dummy"
"65456",4,3,0,7,"dummy"
"65462",3,7,1,11,"dummy"
"65482",0,0,1,1,"dummy"
"65483",0,2,0,2,"dummy"
"65484",1,1,0,2,"dummy"
"65485",0,0,1,1,"dummy"
"65486",3,3,1,7,"dummy"
"65475",0,8,0,8,"dummy"
"65476",13,8,3,24,"dummy"
"65477",0,3,0,3,"dummy"
"65478",0,0,2,2,"dummy"
"65525",2,2,0,4,"dummy"
"65526",0,1,0,1,"dummy"
"65527",0,2,0,2,"dummy"
"65528",0,0,1,1,"dummy"
"65529",0,0,1,1,"dummy"
"65530",0,1,0,1,"dummy"
"65531",0,0,1,1,"dummy"
"65532",0,0,0,0,"dummy"
"65533",0,3,1,4,"dummy"
"65534",3,0,2,5,"dummy"
"65535",0,3,1,4,"dummy"
"65544",0,0,2,2,"dummy"
"65546",0,4,0,4,"dummy"
"65547",1,4,0,5,"dummy"
"65548",3,0,0,3,"dummy"
"65550",6,0,0,6,"dummy"
"65551",2,5,2,9,"dummy"
"65553",1,0,0,1,"dummy"
"65554",1,0,0,1,"dummy"
"65556",1,0,1,2,"dummy"
"65558",0,4,1,5,"dummy"
"65559",2,2,0,4,"dummy"
"65564",0,0,2,2,"dummy"
"65567",3,2,0,5,"dummy"
"65569",1,8,1,10,"dummy"
"65570",8,1,1,10,"dummy"
"65571",0,1,0,1,"dummy"
"65575",0,7,0,7,"dummy"
"65576",1,0,0,1,"dummy"
"65581",1,4,0,5,"dummy"
"65582",1,6,0,7,"dummy"
"65583",1,1,0,2,"dummy"
"65584",0,0,0,0,"dummy"
"65585",0,0,0,0,"dummy"
"65586",1,1,1,3,"dummy"
"65587",0,0,1,1,"dummy"
