sherzberg/docker-tor-privoxy;32;1
therealbill/commissar;3;0
miloskovacevic/job-directory;1;0
sisidovski/docker-sync-backend;42;1
zooniverse/panoptes-subject-uploader;55;1
grnet/agkyra;162;1
dit4c/dockerfile-dit4c-container-underworld;65;0
godaddy/django_transaction_barrier;132;1
mardiros/pyshop;127;1
vexor/vx-cacher;35;1
lexandro/java8-base;53;1
telemark/app-tfk-politikere;39;1
dockerfile/supervisor;1;0
farcaller/etcdmon;27;1
troykinsella/concourse-fly-resource;7;1
segura2010/CC-Proyecto-OpenSecureChat;329;1
alari/docker-php-fpm-53;63;1
clearcare/gunicorn-helloworld;40;1
spiral-project/daybed;2;0
andela-iarisah/StoreManagerBoot;1;0
kitpages/docker-glusterfs;97;1
jessebmiller/lifedash;19;1
DirkHeinke/docker_auth_web;51;1
Caozongkai/aaa;377;0
tobegit3hub/osop;127;1
codeship-library/heroku-deployment;98;1
raupachz/docker;25;0
kuniyoshi/helocker;26;1
dit4c/dockerfile-dit4c-deploy-portal;10;1
indiehosters/docker-postfix;55;1
jaarandaz/docker-bower-gulp;111;1
codecentric/edmp-monitoring;33;0
walshie4/Ultimate-Blocklist;46;1
tilosradio/web2-backend;58;0
e-ucm/rage-analytics-games;96;1
fpruitt/Rome;86;1
sthulb-attic/docker-proxylocal;29;0
maxmouchet/docker-ngircd;48;1
keyz182/rabbitinflux;2;0
jamesbrink/docker-youtrack;113;1
totem/docker-mongo-es;33;1
saidimu/docker-blazer;249;1
jbhoosreddy/moz-devtools-gitbot;1;0
lookout/tapp;164;1
munkie/acestream-docker;95;1
stusherwin/open-veg-box;193;1
caarlos0/docker-alpine-oraclejdk7-mvn;41;1
kumaranm/mean;1;0
launchany/microservices-node-inventory;59;1
signalfx/cadvisor-integration;86;1
domse/docker-vdr;1;0
wrbutros/condominios;66;1
rxacevedo/clojure_webdev;50;1
kollegorna/kollegorna.se;166;0
eris-ltd/eris-db;91;1
Dahs81/sq;36;1
louisdorard/bml-base;348;1
dstroppa/ecs-demo-signup;51;1
helderco/docker-sentry;39;1
mopsalarm/pr0gramm-meta-rest;3;0
benoit-g/baikal;57;0
schacon/git-pulls;48;1
ClearMappingCo/popchange-web;10;0
allknowingfrog/lamp-docker;43;1
sfi-ru/nginx-proxy;49;0
AlfaTours/MEAN-Starter-App;2;0
hybridpro/Humurr;1;0
mats116/docker-rundeck;88;1
wearemolecule/worker_cleaner;3;0
atumachimela/invent;467;1
COMP308-AngularSurvey/Survey;2;0
minimum-hsu/docker-openfalcon-links;81;1
MovieCast/api;111;1
bwong199/jobBoard;462;1
tobegit3hub/standalone-hbase;335;0
Phaetec/pogo-cruncher;237;1
loziobiz/1o1-gameserver;1;0
liut/staffio;11;1
paulhilbert/ifc_mesh_extract;280;1
bradgessler/myapp;341;1
pedrohenriquerls/segmented_search;295;1
marco-c/mercurius;143;1
flysnob/glapp;2;0
nathanleclaire/tarzan;60;1
outstand/shipitron;197;1
raulr/nginx-wordpress-docker;16;1
bpeng/getnet-news-md;50;1
adsalpha/docker-mongo-config;37;1
rflnogueira/nginx-docker-image;46;1
spitfire-sidra/echo;49;1
nicholasvmoore/docker-nagios;32;1
aboutdotme/humblejs;74;1
fayizk1/dockerbox-proxy;55;1
appsflare/node-app;1;0
ChristianKniep/docker-foxserver;19;0
tenstartups/rpi-dhcpd-docker;6;0
jjamor/jekyll-env;178;1
Alidron/alidron-archiver-influxdb;32;1
kerryhatcher/python-docker;766;1
dylanlindgren/docker-sickbeard;47;1
vmware/docker-machine-driver-vmwareappcatalyst;44;1
skamayker/docker_mail;126;1
luiscape/hdx-monitor-comments;121;1
marcelomf/graojs;276;0
ontouchstart/otp-17;2763;1
joemccann/dillinger;146;1
spali/docker-shellinabox;29;1
Aomitayo/neo4j-docker;12;0
tuliosalvaro/docker-owncloud;91;1
takeshig/docker-gulp-static-web;126;1
hnakamur/libvmod-cookie-rpm;49;1
Gitorious-backup/mainline;266;0
groovenauts/magellan-proxy;38;0
pieperz/Blog;2;0
dfranssen/docker-keycloak-import-realm;50;1
pushbit-co/platform;295;1
dynport/docker-private-registry;12;0
kvnvelasco/Docker-NPM-Build-Server;17;0
Sid2130/ToDoApp_MEAN_Stack;1;0
fdabrandao/docker-ubuntu;15;0
SourceMod-Store/Docker-WebPanel-Core;119;1
f1rosie/dockerbioinforweb;109;1
tesir/edas-test-docker;339;0
Bilusca/etudos-angular-2;145;1
kaylynb/docker-openvpn-client;27;1
restic/restic;106;1
kudotty/docker-apache-php-fastcgiperl;151;1
marmelab/docker-parallel-phpunit-demo;2;0
msimerson/Mail-Toaster-6;63;1
extellisys/docker-image-apt-cacher-ng;0;0
madwire/docker-ruby-passenger;55;1
scottbcovert/wedding-site;544;1
dstroppa/flask-blog;49;1
democracyworks/voting-method-works;12;0
bitrise-io/bitrise;111;1
lukasz-golebiewski/eventstore;47;1
tyloo/docker-laravel-data;13;1
svyatogor/resty-lua-jwt;249;0
hyzhak/docker-rpi-sysbench;16;0
iquzart/docker-razor;139;1
Gustavo08/had;1;0
camptocamp/conplicity;0;0
scaytrase/rpi-docker-php7;26;0
johntellsall/hello;66;1
octohost/hapi;40;1
greyia/nginx-docker-supervisord;74;1
viscose/dashboard;1083;1
Libertrip/sample_rails_4;108;1
snakeliwei/alpine-gollum;5;0
leportlabs/mongo-k8s-sidecar;55;1
qmsk/close;12;0
sjtug/lug;22;0
Microbiology/OpenMetagenomeToolkit;949;0
peleteiro/bandit-server;36;0
hermantolentino/docker-jupyterhub;302;0
Carboni/java-phantom-component;52;1
ChannelMeter/redis-monitor-graphite;3;0
daheim/daheim-app-ui;185;0
introduction-angular2/ng2-book-finder;52;0
joshix/caddybox;3;1
nekonyuu/docker-ubuntu-devel-py-sci;43;0
virtualroot/docker-teeworlds;30;1
Timmahh/bgg-resolutions;44;1
qnib/docker-gapi-influxdb;28;0
nagucc/nslookup-wx;33;0
nicferrier/elnode;84;1
BlackMesh/cascade-cli;51;0
domaframework/doma;121;1
webtatic-dockerfiles/fedora20;38;1
iwag/Dockerfiles;1;0
p4tin/GoAws;3;0
Yelp/tlspretense-service;105;1
wadadaaa/marta;298;1
leMaik/EduCraft-Editor;252;1
ammaristotle/slackSMS;137;1
harmon25/msfdocker;326;1
CodeDistillery/goobyfollower;75;1
NatGuyton/docker-rpm-buildhost-el6;49;1
hashbang/docker-slapd;39;1
SocialOrra/confluent-platform;74;1
seasidesun/site-tobegod-blog;104;1
ascribano/rob;98;1
linux-taiwan/arch.linux.org.tw;96;1
pokle/clojure-on-docker;60;0
ailabitmo/owl-pub;100;0
MaksymBilenko/docker-pdns-mysql;33;1
viethle126/lunchbot;102;1
netinlet/prorata;15;1
iilab/ltfhc-couch;68;0
fkoester/purring-flamingo;104;0
aurelijusjaneliunas/darius-ir-jurga.net;103;1
vieux/docker-volume-sshfs;7;0
studentinsights/studentinsights-pinger;59;1
abaldock/cs132_security_lab_group_24;117;1
jkawamoto/ambassadors;10;1
jasonb5/pyneat-web;78;1
shiphitchcock1/sample_node_dockeroptions;104;1
ggirou/risk;52;1
wmiller848/Fedops;171;0
crealytics/postgrest-docker;68;1
kawanamiyuu/docker-centos-supervisord;189;1
CanopyTax/logspit;25;1
ucla/casa-on-rails-docker;419;1
MarvAmBass/docker-oracle-java6;91;1
dieforrockvn/testjs;2;0
osminogin/tornote;95;0
reuteras/docker-kippo;83;1
eamonnfaherty/docker-kibana;14;0
turfmedia/github-watcher-web;305;1
Code4HR/hercules-dockerfile-base;259;1
mchelen/docker-jotgit;129;0
jsmigel/docker-ngircd;109;1
stonerworx/opensurf-java;177;1
mjbrewer/testindex;219;0
icodex/docker-varnish;77;1
coderaiser/cloudcmd;83;1
ppericard/matam;660;1
mattjmcnaughton/sdep;128;1
winnipegcompsci/futures-node;2;0
docker-linux/docker-rundeck;205;1
spiffytech/clojure-drip;66;1
hwstovall/equipment-room;54;1
pataquets/docker-openstack-dashboard;98;1
tonye1/JavaHelloWorldApp;37;1
DreadPirateJay/ng-demo;2;0
BWITS/alpine-package;84;1
Habitissimo/vespapp-twitter;74;1
Skalas/R-docker-compiled;1088;1
jochasinga/rpg-x;92;1
evuez/genos;18;0
rgreschner/docker-rpi-raspbian-mongodb;50;0
crccheck/django-object-actions;28;0
openrada/api;119;1
codexsystems/docker-gitlab-runner;58;1
dmolesUC3/stash-db-docker;55;1
gfiedler/docker-squid;33;0
euank/docker-nginscript;28;0
masm/docker-wagon;48;1
noumia/docker-data;4;1
kws/alpine-node-sass;30;1
jmcarbo/codocker_base;68;0
adumont/docker-transmission;7;1
saltykovdg/mern-react-redux-nodejs-express-todo-list;237;1
yuroyoro/gitterb;1;0
cmheisel/project-status-dashboard;424;1
